"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Holy See","1993","Male","Not applicable","Percent","0"
"Holy See","1993","Female","Not applicable","Percent","0"
"Holy See","1993","All genders","Not applicable","Percent","0"
"Holy See","1992","Male","Not applicable","Percent","0"
"Holy See","1992","Female","Not applicable","Percent","0"
"Holy See","1992","All genders","Not applicable","Percent","0"
"Holy See","1991","All genders","Not applicable","Percent","0"
"Holy See","1991","Female","Not applicable","Percent","0"
"Holy See","1991","Male","Not applicable","Percent","0"
"Holy See","1990","Male","Not applicable","Percent","0"
"Holy See","1990","Female","Not applicable","Percent","0"
"Holy See","1990","All genders","Not applicable","Percent","0"
"Holy See","1989","All genders","Not applicable","Percent","0"
"Holy See","1989","Female","Not applicable","Percent","0"
"Holy See","1989","Male","Not applicable","Percent","0"
"Holy See","1988","Male","Not applicable","Percent","0"
"Holy See","1988","Female","Not applicable","Percent","0"
"Holy See","1988","All genders","Not applicable","Percent","0"
"Holy See","1987","All genders","Not applicable","Percent","0"
"Holy See","1987","Female","Not applicable","Percent","0"
"Holy See","1987","Male","Not applicable","Percent","0"
"Holy See","1986","Male","Not applicable","Percent","0"
"Holy See","1986","Female","Not applicable","Percent","0"
"Holy See","1986","All genders","Not applicable","Percent","0"
"Holy See","1985","All genders","Not applicable","Percent","0"
"Holy See","1985","Female","Not applicable","Percent","0"
"Holy See","1985","Male","Not applicable","Percent","0"
"Holy See","1984","Male","Not applicable","Percent","0"
"Holy See","1984","Female","Not applicable","Percent","0"
"Holy See","1984","All genders","Not applicable","Percent","0"
"Holy See","1983","All genders","Not applicable","Percent","0"
"Holy See","1983","Female","Not applicable","Percent","0"
"Holy See","1983","Male","Not applicable","Percent","0"
"Holy See","1982","Male","Not applicable","Percent","0"
"Holy See","1982","Female","Not applicable","Percent","0"
"Holy See","1982","All genders","Not applicable","Percent","0"
"Holy See","1981","All genders","Not applicable","Percent","0"
"Holy See","1981","Female","Not applicable","Percent","0"
"Holy See","1981","Male","Not applicable","Percent","0"
"Holy See","1980","Male","Not applicable","Percent","0"
"Holy See","1980","Female","Not applicable","Percent","0"
"Holy See","1980","All genders","Not applicable","Percent","0"
"Holy See","1979","Female","Not applicable","Percent","0"
"Holy See","1979","All genders","Not applicable","Percent","0"
"Holy See","1979","Male","Not applicable","Percent","0"
"Holy See","1978","All genders","Not applicable","Percent","0"
"Holy See","1978","Male","Not applicable","Percent","0"
"Holy See","1978","Female","Not applicable","Percent","0"
"Holy See","1977","All genders","Not applicable","Percent","0"
"Holy See","1977","Female","Not applicable","Percent","0"
"Holy See","1977","Male","Not applicable","Percent","0"
"Holy See","1976","Male","Not applicable","Percent","0"
"Holy See","1976","Female","Not applicable","Percent","0"
"Holy See","1976","All genders","Not applicable","Percent","0"
"Holy See","1975","All genders","Not applicable","Percent","0"
"Holy See","1975","Female","Not applicable","Percent","0"
"Holy See","1975","Male","Not applicable","Percent","0"
"Honduras","2014","Male","Not applicable","Percent","76.93704"
"Honduras","2014","All genders","Not applicable","Percent","77.55559"
"Honduras","2014","Female","Not applicable","Percent","78.19789"
"Honduras","2013","Female","Not applicable","Percent","73.84298"
"Honduras","2013","All genders","Not applicable","Percent","73.37519"
"Honduras","2013","Male","Not applicable","Percent","72.92468"
"Honduras","2012","Male","Not applicable","Percent","75.78431"
"Honduras","2012","All genders","Not applicable","Percent","76.42002"
"Honduras","2012","Female","Not applicable","Percent","77.08007"
"Honduras","2011","Female","Not applicable","Percent","75.38357"
"Honduras","2011","All genders","Not applicable","Percent","74.56351"
"Honduras","2011","Male","Not applicable","Percent","73.77363"
"Honduras","2010","Male","Not applicable","Percent","67.74141"
"Honduras","2010","All genders","Not applicable","Percent","68.64517"
"Honduras","2010","Female","Not applicable","Percent","69.58333"
"Honduras","2009","All genders","Not applicable","Percent","67.98312"
"Honduras","2009","Female","Not applicable","Percent","69.4374"
"Honduras","2009","Male","Not applicable","Percent","66.58195"
"Honduras","2008","All genders","Not applicable","Percent","63.30813"
"Honduras","2008","Male","Not applicable","Percent","61.88225"
"Honduras","2008","Female","Not applicable","Percent","64.78776"
"Honduras","2006","All genders","Not applicable","Percent","69.29685"
"Honduras","2006","Female","Not applicable","Percent","70.88847"
"Honduras","2006","Male","Not applicable","Percent","67.76217"
"Honduras","2004","All genders","Not applicable","Percent","61.10906"
"Honduras","2004","Male","Not applicable","Percent","60.20903"
"Honduras","2004","Female","Not applicable","Percent","62.0416"
"Honduras","2003","All genders","Not applicable","Percent","53.05993"
"Honduras","2003","Male","Not applicable","Percent","51.6377"
"Honduras","2003","Female","Not applicable","Percent","54.53259"
"Honduras","2000","Male","Not applicable","Percent","49.05677"
"Honduras","2000","Female","Not applicable","Percent","48.88839"
"Honduras","2000","All genders","Not applicable","Percent","48.97392"
"Iceland","2010","All genders","Not applicable","Percent","98.27464"
"Iceland","2010","Female","Not applicable","Percent","98.41346"
"Iceland","2010","Male","Not applicable","Percent","98.1404"
"Iceland","2009","All genders","Not applicable","Percent","96.42942"
"Iceland","2009","Male","Not applicable","Percent","96.39513"
"Iceland","2009","Female","Not applicable","Percent","96.46489"
"Iceland","2005","All genders","Not applicable","Percent","96.59277"
"Iceland","2005","Female","Not applicable","Percent","94.90719"
"Iceland","2005","Male","Not applicable","Percent","98.21429"
"Iceland","2004","All genders","Not applicable","Percent","94.71285"
"Iceland","2004","Male","Not applicable","Percent","96.55943"
"Iceland","2004","Female","Not applicable","Percent","92.7907"
"Iceland","2003","All genders","Not applicable","Percent","96.63397"
"Iceland","2003","Female","Not applicable","Percent","94.08553"
"Iceland","2003","Male","Not applicable","Percent","99.08217"
"Iceland","2002","All genders","Not applicable","Percent","93.307"
"Iceland","2002","Male","Not applicable","Percent","94.92473"
"Iceland","2002","Female","Not applicable","Percent","91.62186"
"Iceland","2001","All genders","Not applicable","Percent","96.41373"
"Iceland","2001","Female","Not applicable","Percent","94.72979"
"Iceland","2001","Male","Not applicable","Percent","98.02913"
"Iceland","2000","All genders","Not applicable","Percent","97.97223"
"Iceland","2000","Male","Not applicable","Percent","96.67004"
"Iceland","2000","Female","Not applicable","Percent","99.33422"
"Iceland","1999","Male","Not applicable","Percent","99.78392"
"Iceland","1999","Female","Not applicable","Percent","96.41343"
"Iceland","1999","All genders","Not applicable","Percent","98.13969"
"Iceland","1998","Male","Not applicable","Percent","99.65202"
"Iceland","1998","All genders","Not applicable","Percent","98.52797"
"Iceland","1998","Female","Not applicable","Percent","97.34308"
"Indonesia","2014","Male","Not applicable","Percent","37.87712"
"Indonesia","2014","Female","Not applicable","Percent","39.86829"
"Indonesia","2014","All genders","Not applicable","Percent","38.84276"
"Indonesia","2012","All genders","Not applicable","Percent","31.7024"
"Indonesia","2011","All genders","Not applicable","Percent","35.25509"
"Indonesia","2010","All genders","Not applicable","Percent","37.6377"
"Indonesia","2009","All genders","Not applicable","Percent","38.52006"
"Indonesia","2008","All genders","Not applicable","Percent","39.06676"
"Indonesia","2007","All genders","Not applicable","Percent","42.07012"
"Indonesia","2006","Male","Not applicable","Percent","38.81976"
"Indonesia","2006","All genders","Not applicable","Percent","38.31251"
"Indonesia","2006","Female","Not applicable","Percent","37.7855"
"Indonesia","2005","Male","Not applicable","Percent","38.80688"
"Indonesia","2005","Female","Not applicable","Percent","37.51851"
"Indonesia","2005","All genders","Not applicable","Percent","38.17468"
"Indonesia","2004","Male","Not applicable","Percent","38.11256"
"Indonesia","2004","Female","Not applicable","Percent","35.89183"
"Indonesia","2004","All genders","Not applicable","Percent","37.02235"
"Indonesia","2003","All genders","Not applicable","Percent","38.18362"
"Indonesia","2003","Female","Not applicable","Percent","37.92504"
"Indonesia","2003","Male","Not applicable","Percent","38.43323"
"Indonesia","2002","Male","Not applicable","Percent","46.33073"
"Indonesia","2002","Female","Not applicable","Percent","45.21695"
"Indonesia","2002","All genders","Not applicable","Percent","45.78333"
"Indonesia","2001","All genders","Not applicable","Percent","44.33289"
"Indonesia","2001","Female","Not applicable","Percent","43.72606"
"Indonesia","2001","Male","Not applicable","Percent","44.92047"
"Iran, Islamic Republic of","2014","All genders","Not applicable","Percent","98.02283"
"Iran, Islamic Republic of","2014","Male","Not applicable","Percent","99.42271"
"Iran, Islamic Republic of","2014","Female","Not applicable","Percent","96.58783"
"Iran, Islamic Republic of","2011","Female","Not applicable","Percent","74.41246"
"Iran, Islamic Republic of","2011","Male","Not applicable","Percent","87.01291"
"Iran, Islamic Republic of","2011","All genders","Not applicable","Percent","80.78993"
"Iran, Islamic Republic of","2010","All genders","Not applicable","Percent","81.47214"
"Iran, Islamic Republic of","2010","Male","Not applicable","Percent","86.97029"
"Iran, Islamic Republic of","2010","Female","Not applicable","Percent","75.78268"
"Iran, Islamic Republic of","2009","Female","Not applicable","Percent","76.03742"
"Iran, Islamic Republic of","2009","Male","Not applicable","Percent","86.97316"
"Iran, Islamic Republic of","2009","All genders","Not applicable","Percent","81.62026"
"Iran, Islamic Republic of","2007","All genders","Not applicable","Percent","96.37919"
"Iran, Islamic Republic of","2007","Male","Not applicable","Percent","96.94811"
"Iran, Islamic Republic of","2007","Female","Not applicable","Percent","95.78317"
"Iran, Islamic Republic of","2006","Female","Not applicable","Percent","93.23756"
"Iran, Islamic Republic of","2006","Male","Not applicable","Percent","94.97676"
"Iran, Islamic Republic of","2006","All genders","Not applicable","Percent","94.12494"
"Iran, Islamic Republic of","2003","All genders","Not applicable","Percent","85.40553"
"Iran, Islamic Republic of","2003","Male","Not applicable","Percent","86.2695"
"Iran, Islamic Republic of","2003","Female","Not applicable","Percent","84.50353"
"Iraq","2004","Male","Not applicable","Percent","88.33695"
"Iraq","2004","All genders","Not applicable","Percent","85.6695"
"Iraq","2004","Female","Not applicable","Percent","82.84584"
"Iraq","2000","All genders","Not applicable","Percent","80.73952"
"Iraq","2000","Female","Not applicable","Percent","77.51821"
"Iraq","2000","Male","Not applicable","Percent","83.78502"
"Iraq","1999","All genders","Not applicable","Percent","84.09288"
"Iraq","1999","Male","Not applicable","Percent","87.70474"
"Iraq","1999","Female","Not applicable","Percent","80.26725"
"Ireland","2013","All genders","Not applicable","Percent","58.78802"
"Ireland","2013","Male","Not applicable","Percent","60.11903"
"Ireland","2013","Female","Not applicable","Percent","57.37105"
"Italy","2013","All genders","Not applicable","Percent","90.21056"
"Italy","2013","Female","Not applicable","Percent","89.22491"
"Italy","2013","Male","Not applicable","Percent","91.14306"
"Japan","2014","Male","Not applicable","Percent","99.90485"
"Japan","2014","Female","Not applicable","Percent","100.10009"
"Japan","2014","All genders","Not applicable","Percent","100"
"Jordan","2004","Male","Not applicable","Percent","66.6637"
"Jordan","2004","All genders","Not applicable","Percent","66.74407"
"Jordan","2004","Female","Not applicable","Percent","66.82898"
"Jordan","2003","Male","Not applicable","Percent","66.72914"
"Jordan","2003","Female","Not applicable","Percent","68.38498"
"Jordan","2003","All genders","Not applicable","Percent","67.53414"
"Jordan","2002","Male","Not applicable","Percent","67.72539"
